0.018153936,-0.011872469,0.0055321176,-0.025840402,-0.02767965,0.019178867,0.054317407,-0.013700725,0.01992227,-0.005514669,0.018180098,0.030963875,0.015795428,-0.025324307,-0.013730137,0.0072500864,0.00052160583,0.012150309,-0.016254056,0.026116297
0.012653993,-0.026973354,0.012656856,-0.028764587,-0.025073512,0.043435194,0.096736945,-0.025973147,0.029956937,-0.0010182615,0.014306719,0.06532241,0.024646204,-0.023105167,0.024301544,0.01266076,0.01775931,0.0038480696,0.014840232,0.04537483
0.015111156,-0.018738613,0.0022220314,-0.01758521,-0.021102441,0.04141228,0.10985038,-0.02621751,0.043889,0.017210267,0.029607834,0.060987554,0.046374183,-0.025580756,0.014595622,0.03631543,-0.0074930843,0.020007303,0.0077790814,0.056724735
0.015699202,-0.019320117,0.02163094,-0.035099115,-0.029518047,0.030621598,0.11654558,-0.02888392,0.037448563,-0.011053238,0.016345683,0.022611577,0.009538313,-0.015377574,0.0072125243,0.021123614,-0.009062685,0.011951743,-0.015243667,0.029530153
0.022671502,-0.009604225,0.019406315,-0.027433462,-0.029501533,0.029598007,0.11696107,-0.029179893,0.029630976,0.009339764,0.02024262,0.04474663,0.02170828,-0.019966552,0.0046870643,0.021904275,-0.010955976,0.009246542,0.002270272,0.051467728
0.013431962,-0.02079426,0.008270954,-0.029802218,-0.032192465,0.05963496,0.116384014,-0.027603792,0.055517837,0.01902169,0.02216569,0.07375639,0.057180546,-0.020323226,0.016710764,0.053346064,0.0069913478,0.0051621767,0.05289947,0.08367351
0.026463496,-0.019164829,-0.0015923682,-0.03328805,-0.028947933,0.03148174,0.06736014,-0.0092105875,0.05845114,0.007990955,0.00014188234,0.031583,0.015735388,-0.02521079,0.014620721,0.031883948,0.00038215332,0.017805237,0.025483659,0.096330404
0.0059866793,-0.019877687,0.018947966,-0.01793148,-0.028708821,0.056101926,0.11481211,-0.025088685,0.04068707,0.0043902085,0.020799052,0.037544403,0.034889787,-0.021552594,0.011295414,0.019775124,0.01202278,0.00912469,0.045697555,0.07220053
0.021822052,-0.018675989,-0.024961427,-0.020767504,-0.026261479,0.026576951,0.08368882,-0.020160839,0.04846458,0.0018004754,0.01642252,0.051823143,0.040972482,-0.023773555,0.026087886,0.021828553,0.00013199262,0.0060712257,0.01836159,0.07472368
0.011427246,-0.028811242,0.00036911014,-0.016394876,-0.039623704,0.045283556,0.068863094,-0.0071625817,0.032007653,0.013541085,0.038165025,0.057576492,0.04528973,-0.035788927,-0.026594525,0.0101088155,0.006068313,-0.001667825,0.011682341,0.07296316
-0.028240288,0.01061623,-0.00052796793,1.234293,0.18808824,0.6544929,1.5531927,0.012978278,0.054748483,0.015456804,0.09814061,1.5398581,3.0966136,-0.024540767,1.5737212,3.0696797,-0.01346169,0.0063262144,1.5406809,3.108512
-0.044166014,0.008324869,-0.00797214,1.257845,0.19754224,0.6642639,1.5863601,-0.014490498,0.077075005,0.013816378,0.076560855,1.5808452,3.1026578,-0.025522243,1.6037157,3.1001961,-0.0034831418,0.0050132517,1.5545123,3.1464105
-0.027821856,0.014733362,-0.018616445,1.2831384,0.1946792,0.6996843,1.6218629,-0.004208253,0.09142762,0.050242998,0.10821175,1.5899605,3.1520448,-0.02711243,1.623072,3.151813,0.0015103873,0.01301648,1.5780504,3.177477
-0.031786565,-0.0011034731,-0.0038434095,1.259797,0.19272342,0.6621533,1.6169854,0.0022078785,0.096518934,0.0103056785,0.08816283,1.5414813,3.100485,-0.042123184,1.5927374,3.1062706,0.0052553792,0.0034474249,1.5651832,3.1431813
-0.021996591,0.020351416,-0.011237418,1.2408257,0.18192483,0.67072856,1.6166759,-0.00013683041,0.082341306,0.021473944,0.10457544,1.58798,3.1207712,-0.02558837,1.5814592,3.1274004,-0.009612197,0.009676686,1.55555,3.1341112
-0.03802793,0.0117969075,-0.025998961,1.250756,0.19028635,0.687085,1.6391207,0.00612522,0.103904545,0.046023853,0.0827731,1.6022584,3.1749918,-0.019652443,1.6365875,3.1971655,0.015500914,0.008662525,1.6244936,3.2114651
-0.017546423,0.002606375,-0.02051926,1.2442992,0.20280598,0.664974,1.5752188,0.015094829,0.116142504,0.028594287,0.063781485,1.553739,3.1175272,-0.040029652,1.6293216,3.1468866,0.0019445068,0.012495635,1.5961082,3.1777525
-0.049933076,0.0058042654,0.007996032,1.2579991,0.1952358,0.68051326,1.5875587,0.0064555784,0.0851531,0.010819776,0.08749763,1.5880135,3.1463745,-0.025011517,1.600829,3.1191647,0.018126681,0.010248904,1.6027334,3.184618
-0.04570577,0.0026357896,-0.04167164,1.2811357,0.20046647,0.65560025,1.6046358,-0.008199973,0.09276806,0.039201148,0.08916338,1.5849828,3.1369152,-0.030845072,1.6347921,3.1428647,0.000121507794,0.017024234,1.5825843,3.2065299
-0.032643244,-0.0014574255,-0.0033740387,1.2428366,0.1902981,0.6664196,1.5838397,0.023224965,0.0986253,0.01584524,0.11260121,1.5751641,3.120066,-0.023083774,1.5598497,3.0942209,0.015236725,-0.0022866093,1.5768473,3.1533408
-0.0009784463,0.02409132,0.24240194,0.660389,-0.015836926,0.68167514,-0.0443712,0.04348668,1.6429021,2.0623941,0.06549224,1.5779338,1.9860355,-0.05045162,1.533036,1.9322429,-0.027225982,-0.026918944,1.5932112,2.3996205
-0.023369059,0.008180615,0.24861807,0.6805185,-0.0069575445,0.70711017,-0.013560809,0.025521519,1.6737095,2.077912,0.050503932,1.6331049,1.9918313,-0.041330818,1.5761261,1.9552478,-0.002380155,-0.027376598,1.6069798,2.4211
-0.011964054,0.019448979,0.22712813,0.70295316,-0.005504114,0.72233725,0.0026158607,0.030414086,1.6960859,2.1331253,0.071436584,1.6278826,2.0217845,-0.050797448,1.5864441,2.0001075,-0.01213507,-0.012819766,1.6339378,2.4585075
-0.0018910186,0.012616605,0.24006295,0.6936718,-0.008398265,0.7013598,-0.00095194764,0.023000404,1.6852791,2.071686,0.061463997,1.6024394,1.9941031,-0.06837615,1.5585096,1.9646429,-0.008448851,-0.015888382,1.608737,2.4367535
0.007298869,0.015519989,0.2535161,0.6748196,-0.01849856,0.701493,0.008410862,0.018131554,1.6639291,2.0980546,0.07280886,1.6256901,2.0137196,-0.062229153,1.5519724,1.9653789,-0.0143925175,-0.025385264,1.6082816,2.4258099
